"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"ENSG00000236340",0,NA,NA,NA,NA,NA,NA
"ENSG00000279429",0,NA,NA,NA,NA,NA,NA
"ENSG00000232199",0,NA,NA,NA,NA,NA,NA
"ENSG00000091127",0.229933917595561,0.896527976708039,5.75824074633571,0.155694771407144,0.87627361872312,1,"Not Significant"
"ENSG00000198839",0.219189923768589,0.963414143270085,5.80229095208884,0.166040302222909,0.868125233771239,1,"Not Significant"
"ENSG00000185274",0.029849524776082,0,6.05449290939373,0,1,1,"Not Significant"
"ENSG00000227249",0,NA,NA,NA,NA,NA,NA
"ENSG00000167011",0.013470977296665,0,6.05450579730282,0,1,1,"Not Significant"
"ENSG00000184408",0.285988272190269,1.92391713411396,5.88940489749086,0.326674285025577,0.743914251666052,1,"Not Significant"
"ENSG00000184903",0.264629009003001,0.873983389247107,6.0516398743246,0.144420918527418,0.885168099370887,1,"Not Significant"
"ENSG00000146955",0.10126009824278,-2.02112507327793,5.88019063936679,-0.343717610062992,0.731058666294296,1,"Not Significant"
"ENSG00000286921",0,NA,NA,NA,NA,NA,NA
"ENSG00000285162",0,NA,NA,NA,NA,NA,NA
"ENSG00000198420",0.585579952705829,2.16588060763189,3.84663567781847,0.563058420146568,0.573395103771999,1,"Not Significant"
"ENSG00000197157",1.79046558532964,-0.659505778593154,1.55535266117669,-0.42402330677482,0.671548815899372,1,"Not Significant"
"ENSG00000234336",0,NA,NA,NA,NA,NA,NA
"ENSG00000105880",0,NA,NA,NA,NA,NA,NA
"ENSG00000004059",0.780333955208423,-1.36802784904966,2.32667158770876,-0.58797634194556,0.556548172614538,1,"Not Significant"
"ENSG00000234639",0,NA,NA,NA,NA,NA,NA
"ENSG00000196937",0.366516725791521,1.06544357684144,4.92868928568929,0.216171788295727,0.828853843317972,1,"Not Significant"
"ENSG00000230268",0,NA,NA,NA,NA,NA,NA
"ENSG00000275743",0,NA,NA,NA,NA,NA,NA
"ENSG00000081800",0,NA,NA,NA,NA,NA,NA
"ENSG00000226962",0,NA,NA,NA,NA,NA,NA
"ENSG00000283444",0,NA,NA,NA,NA,NA,NA
